origin,destination,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
MK,CY,null,7547,null,7,null,98,98,1,4,1,49,3,141,null,null,11,null
MK,CZ,null,2,1414,4211,5019,2,23,0,2054,20780,23112,22670,19287,18190,18428,8150,548
MK,DE,107275,276704,215551,182255,156192,116410,83359,46976,33211,23359,21541,22144,26748,29293,30043,44817,42721
MK,DK,null,19065,18833,16719,12070,26,62,216,null,null,54,null,null,17,54,545,3165
MK,EE,null,1161,1225,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MK,EL,null,4308,528,83,793,192,157,337,142,117,166,155,292,617,1152,71,700
MK,ES,null,14595,13188,15642,15378,7968,29,50,365,1407,2284,641,773,12,105,null,39
MK,FI,5357,6989,null,19,null,null,null,null,840,940,null,null,null,62,87,247,131
MK,FR,null,104920,99097,86431,77068,61858,44391,23843,4438,228,4,174,1,742,40,null,22
MK,HR,null,37346,35282,26368,25081,23479,22561,24061,29461,28500,27899,28878,28639,null,null,null,null
MK,HU,null,16341,19435,10666,79,null,247,9,2109,32174,30137,33473,28773,24030,18962,16091,13349
MK,IE,null,null,null,null,null,null,null,null,null,321,42,7,2,null,null,null,5
MK,IS,null,null,null,23,null,null,null,null,null,null,null,null,null,null,3,null,null
MK,IT,null,67797,52403,40402,52539,54751,43176,35314,29908,16713,10311,8315,11891,24436,24269,24225,18312
MK,LT,null,null,null,42,null,null,null,30,null,613,133,5,null,null,null,null,null
MK,LU,null,40,null,null,null,134,43,34,0,null,null,null,30,24,44,23,29
MK,LV,null,115,null,null,null,111,69,null,null,null,null,null,4,null,null,32,null
MK,ME,null,265,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null
MK,MK,null,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null
MK,MT,null,18876,13558,6001,0,null,null,null,null,null,null,null,null,136,315,0,null
MK,NL,8343,55071,45279,40374,40031,41322,34889,34021,23210,14562,1984,1261,2579,2048,3984,4242,3044
MK,NO,null,15460,15238,15079,14559,6385,0,null,7,null,0,160,132,null,null,null,7
MK,PL,null,23670,19256,3176,191,225,0,27,0,5,79,null,null,null,null,null,null
MK,PT,null,0,0,6,null,null,null,null,5,null,null,null,null,28,15,null,null
MK,RO,null,15,77,null,12,28,null,43,1,9,31,15,14,21,10,107,133
MK,RS,null,21747,6440,7483,7940,null,null,null,null,null,null,null,null,null,null,null,null
MK,SE,null,112280,106184,89740,76845,83282,68923,46388,3226,9,49,50,null,37,122,null,null
MK,SI,null,20338,22445,27881,20852,22169,23323,26704,25759,27900,31529,31859,36850,26264,22891,20588,21070
MK,SK,5148,36830,36123,23723,12023,0,140,5,6,109,57,87,null,3,null,0,null
MK,TR,null,154489,146766,132678,112871,111653,102826,99757,86006,null,null,null,null,null,null,null,null
MK,UK,null,41710,41827,44302,45780,39336,32127,31433,20684,12490,6,108,761,309,1149,null,null
MT,AT,null,65047,63237,55230,51798,54691,47692,40281,36268,34264,26739,28281,29371,26865,30863,31601,30183
MT,BE,null,111935,116383,119773,57447,53306,48077,43901,42178,43987,38604,34421,42009,40231,40306,36884,31172
MT,BG,10343,23690,26831,26211,21528,17047,7869,819,1544,2992,4112,6178,12086,10861,null,null,null
MT,CH,null,70710,72203,72098,67709,55522,45922,40688,41895,44143,40839,35698,36217,25920,29913,28992,28976
MT,CY,null,57500,59474,53159,24696,46088,36123,39471,13476,16151,48523,54960,37924,33949,25545,9626,5847
MT,CZ,null,13534,15163,18661,10192,7130,8595,6071,4815,4123,4969,4533,4222,3950,3453,5055,6054
MT,DE,112744,444947,408633,403084,330643,306234,297390,286677,262268,258342,210458,205649,234869,211616,180216,188024,181783
MT,DK,null,42456,43328,42945,39721,33389,34670,33951,31938,30463,27862,16618,19627,23060,25518,21851,20431
MT,EE,null,9127,7666,528,490,794,177,171,178,284,472,null,123,270,282,104,null
MT,EL,null,46013,31211,38441,32125,16044,15997,15051,14588,12543,7880,11793,12932,11736,15539,10553,10540
MT,ES,null,189640,162503,117886,89683,70631,62209,82935,84535,87790,87027,58799,63186,27641,14409,16598,16755
MT,FI,158,5958,11438,15937,14777,9706,2,674,1191,4205,7586,5752,8189,9301,8529,7034,4440
MT,FR,null,225518,203008,176784,147726,138026,136838,117803,106122,99607,90390,74303,77441,69882,72147,78694,84692
MT,HR,null,1756,1874,2355,1978,1846,1608,2039,1462,1743,2215,2451,1841,null,null,null,null
MT,HU,null,58456,44232,42414,41104,30987,28492,17708,7887,8310,9183,8941,10020,9672,9472,9855,9582
MT,IE,null,53590,40745,41027,39126,38648,30064,29815,28763,27677,29521,26360,30504,29619,13761,13579,17275
MT,IS,null,null,null,3,null,null,null,null,null,null,1,null,null,null,null,null,189
MT,IT,null,734393,716089,621596,540179,467188,415635,369035,322393,340121,367450,284376,258788,254896,212222,187281,189962
MT,LT,null,18232,17678,13548,14145,11537,11359,10575,8508,592,442,1697,2875,1787,41,null,null
MT,LU,7586,16463,4057,3721,2838,1799,1252,1358,853,1600,1251,1304,1840,2327,2643,3299,2226
MT,LV,null,24818,24164,9523,2675,3132,4080,2861,185,null,null,null,87,514,418,210,298
MT,ME,null,148,108,102,114,null,null,null,null,null,null,null,null,null,null,null,null
MT,MK,null,19592,14667,6096,null,null,null,null,null,null,null,null,null,null,null,null,null
MT,MT,null,170,346,7,173,259,4,330,419,25,9,0,0,0,3008,3157,17427
MT,NL,21555,79281,75765,77838,70032,64211,56906,48758,46238,44657,36822,35656,37930,35091,38708,39401,43481
MT,NO,null,12534,7284,7625,6096,10397,13568,18174,12780,10129,10647,380,13526,11140,13345,11783,11961
MT,PL,null,119690,115225,103033,80672,52851,34927,24033,21193,13086,10098,3310,3049,3465,5045,2613,2564
MT,PT,null,37579,24692,2180,1679,1214,575,47,7,12,1017,1717,2277,1948,3229,2084,1911
MT,RO,null,33998,37094,33860,20513,18100,13452,3927,3611,2807,1751,1752,3262,2888,2808,null,3988
MT,RS,null,32135,24696,15074,3975,null,null,null,null,null,null,null,null,null,null,null,null
MT,SE,null,48990,47008,44236,36353,43837,38861,40259,35301,33827,30829,27244,29007,25719,14441,23641,25225
MT,SI,null,2603,2617,2375,2179,1952,1913,2673,1949,2904,2566,3664,1931,2733,2762,3209,2081
MT,SK,3317,17947,15383,1539,1385,1703,1982,1268,1261,1249,1491,193,10,167,null,null,887
MT,TR,null,82476,82297,74390,65577,57652,32697,20279,9388,null,null,null,null,null,null,null,null
MT,UK,null,858044,836009,741188,680197,645295,614619,579882,555196,543609,518401,500029,530786,559069,507834,539239,538123
NL,AT,null,711637,617669,579129,532171,428928,402463,374582,354641,344732,281141,264399,305334,274597,235382,239364,243649
NL,BE,null,147843,148975,141075,115180,129453,122093,113140,109207,108342,112480,108826,119716,127031,127214,117499,115437
NL,BG,109883,181893,189353,171451,114816,100253,106553,105761,102196,95832,88070,71092,74896,65714,null,null,null
NL,CH,null,1071065,1062895,1026459,949078,905742,853095,818241,780556,704105,630083,623159,672200,648326,616026,544965,540071
NL,CY,null,53155,44656,42874,35768,31368,39349,35621,40032,51790,69616,54873,52653,53438,57113,63158,65842
NL,CZ,null,449212,433386,413557,352063,276974,270469,262563,259354,273642,233082,204604,224629,203338,189174,170127,171235
NL,DE,654421,2283294,2280873,2196956,2138796,2020607,1853487,1749869,1704482,1664157,1399557,1313246,1345121,1312704,1361533,1246768,1182284
NL,DK,null,905105,902036,852770,808960,748461,692032,626149,607474,577680,478070,464770,495702,519959,487663,422176,389473
NL,EE,null,42067,55619,57397,44896,40423,42175,44696,47961,29109,8102,21727,43366,38634,24062,27229,11647
NL,EL,null,1198074,1152750,1082898,836951,793460,769173,668959,619592,723624,633486,693179,788642,855796,834883,707346,681152
NL,ES,null,4374020,4364341,4273780,3773567,3161510,2967492,2783004,2781851,2810885,2334842,2172549,2455258,2523984,2266187,2090257,2095914
NL,FI,131249,374443,373790,346815,288019,260829,259248,248105,239298,240809,213458,210943,214778,219715,216837,199415,183974
NL,FR,null,1869712,1895106,1919526,1795806,1604305,1449246,1374616,1323113,1211160,1117243,1164531,1219263,1167852,1058546,992467,997782
NL,HR,null,214200,186578,179537,146173,120141,79278,53094,55515,45320,43938,45553,57384,null,null,null,null
NL,HU,null,400460,402765,411750,396162,300014,294767,303096,298962,274935,207152,188420,181372,210955,173437,114487,144029
NL,IE,null,744018,734997,687546,613743,455432,416545,405854,383074,375421,334191,350201,388846,388237,386370,361552,306073
NL,IS,38571,146781,222934,203778,157425,100984,78341,68230,59274,49692,43912,43298,46782,48031,40653,38994,33961
NL,IT,null,2526290,2525510,2491802,2312921,2146705,1948610,1782665,1686636,1624560,1449318,1315917,1374678,1431374,1346250,1219320,1065428
NL,LT,null,81520,82637,72648,56021,50114,34595,38719,24715,27886,29923,2421,47632,43885,38908,44828,null
NL,LU,30641,92269,89718,84425,82596,73802,67552,61704,56873,52821,46869,35945,36627,36847,35085,35459,36653
NL,LV,null,106168,110913,93313,84823,80294,81664,70366,66798,47374,34825,53714,51231,53837,50592,52748,35894
NL,ME,null,1936,2543,2600,3513,null,null,null,null,null,null,null,null,null,null,null,null
NL,MK,null,29369,24331,19163,17003,16436,null,null,null,null,null,null,null,null,null,null,null
NL,MT,null,77027,73697,75921,67951,65433,54150,54463,50772,49135,39920,37738,39345,36798,40803,39246,42275
NL,NL,5230,1505,1926,7799,11516,7764,3961,5844,5080,4551,10139,6630,47257,65568,57444,89384,128529
NL,NO,null,934090,908014,905320,879595,861418,833285,802252,793712,726301,653256,657120,696337,673261,609468,546964,365089
NL,PL,null,869280,754882,646536,541905,453066,378345,317506,288823,250419,208044,163103,191912,181798,159887,145576,139937
NL,PT,null,1187240,1179895,1119335,981135,841806,781519,761916,675916,594489,515404,476284,512203,499668,513188,456126,427785
NL,RO,null,339376,307047,281369,270735,245460,239148,214449,182647,168121,146013,133563,148412,147793,151482,133636,112625
NL,RS,null,124472,112266,81565,69011,null,null,null,null,null,null,null,null,null,null,null,null
NL,SE,null,726820,721451,710761,553817,521320,491186,494368,490596,455623,425002,429572,481712,476183,445740,413474,382595
NL,SI,null,48375,51446,38881,17129,11791,9090,11834,12427,12801,13501,13431,14871,9538,7542,7647,6062
NL,SK,3022,13346,8257,10,2,121,19,12,452,4722,13,2386,321,26547,29943,25284,13569
NL,TR,null,1269065,1121038,1012280,1129345,1362189,1412606,1373619,1273455,null,null,null,null,null,null,null,null
NL,UK,null,5615853,5483418,5352144,5156157,4762623,4388765,4096330,3887135,3763354,3442539,3493339,3832213,4171761,4124564,3942634,3962480
NO,AT,null,120876,102551,91840,92235,79506,80733,78779,81109,83733,84349,67664,59177,60141,60060,33110,19680
NO,BE,null,147849,142401,139337,125350,130723,123335,116060,120136,126030,117560,88001,92326,91009,87972,84657,75588
NO,BG,88,44768,60578,59643,60033,52667,57490,58151,55292,54788,45650,46944,65754,83505,null,null,null
NO,CH,null,121946,118917,114343,103041,100543,110794,108404,111678,114439,106159,78870,53445,51232,33407,21802,24062
NO,CY,null,58183,50949,52637,46960,45845,56916,66776,68956,62589,62633,59269,60911,50448,49427,46058,48040
NO,CZ,null,81332,99259,99041,91086,84756,71832,64465,55213,97877,120414,142000,129959,117021,117432,100862,56912
NO,DE,231086,885248,841809,795707,762677,804453,894380,902013,878875,907230,832325,779819,728073,667723,604229,477681,401027
NO,DK,null,1401331,1385726,1399094,1458070,1412281,1418730,1344381,1325917,1230951,1114421,1035890,1244217,1162289,1121978,1075470,1125298
NO,EE,null,69172,81769,69120,80813,77792,70690,68379,79295,63916,43348,44384,52334,58716,43625,25055,16728
NO,EL,null,360001,367135,344849,383909,363376,399195,382814,381454,327953,311065,302473,318820,297839,287815,243888,235424
NO,ES,null,1453598,1556921,1591406,1507279,1410952,1474430,1491164,1225500,1116996,996785,847135,978942,811210,757223,712806,689240
NO,FI,73847,303110,275851,252337,203145,196338,201465,189215,176018,176610,144904,127542,142167,137297,114389,108263,100724
NO,FR,null,452067,444740,378938,376402,396134,409907,390394,378087,366907,351527,317237,353376,371829,311974,293681,253508
NO,HR,null,169031,168540,152175,134099,123002,134838,123622,93576,82820,87746,64924,68521,null,null,null,null
NO,HU,null,125316,109276,95783,89896,71972,57335,63906,61593,43036,42256,52189,55663,41046,41600,33070,13549
NO,IE,null,69756,73873,74554,74014,78017,71732,66282,70465,79830,67812,56417,56386,65972,27042,21807,18252
NO,IS,30200,186737,187532,179262,186310,182819,168343,152778,138456,112533,97152,90789,88725,91152,78107,68057,61491
NO,IT,null,264304,249190,238835,218961,190682,244137,243682,235414,206233,232681,191200,208493,212505,199221,153558,68152
NO,LT,null,216403,215603,182428,181569,172796,149478,140008,96645,54508,34766,26892,44750,36894,28737,16381,null
NO,LU,0,0,5,0,104,0,107,247,72,48,0,479,16,0,107,0,0
NO,LV,null,216811,198494,185220,190894,192552,173066,182537,184527,190935,172625,127431,104938,94183,65519,20739,11094
NO,ME,null,5543,6657,3955,2089,null,null,null,null,null,null,null,null,null,null,null,null
NO,MK,null,16444,16359,15857,15531,7368,null,null,null,null,null,null,null,null,null,null,null
NO,MT,null,11160,7099,7255,5825,10059,13098,17414,11959,9835,9819,282,12883,11720,13705,12376,11500
NO,NL,272358,938798,914886,913066,889373,872484,844110,815423,805565,743285,668908,673966,710558,685545,626044,571217,535439
NO,NO,null,15994622,16075881,15828680,15398022,15256692,14794303,14638245,14515100,13850315,12653715,12435194,13440243,13378577,12695716,11691759,11413866
NO,PL,null,1191137,1095205,945239,941148,936493,770032,662384,489845,401508,336013,271685,271993,178633,101970,31453,17787
NO,PT,null,103602,99359,89536,77888,88679,89412,93561,74400,71438,70591,60314,76832,90818,62932,54832,57844
NO,RO,null,32108,35206,32050,19199,16692,16185,9458,16,19,117,6,null,278,3,null,4310
NO,RS,null,25835,25083,22191,21996,null,null,null,null,null,null,null,null,null,null,null,null
NO,SE,null,893863,918348,905999,880340,831320,830080,740463,721834,703801,608120,569775,630693,615879,611950,545162,515595
NO,SI,null,838,934,734,465,924,null,303,289,120,null,637,2600,88,271,266,324
NO,SK,230,155,270,621,0,188,9684,8125,4456,44,141,95,235,138,365,181,8
NO,TR,null,298776,243957,192889,243254,342610,359541,431145,414013,null,null,null,null,null,null,null,null
NO,UK,null,1305490,1289039,1272623,1292941,1360490,1371254,1366947,1210755,1117789,1038471,1004113,990784,927347,942618,869576,801415
PL,AT,null,273376,192415,144939,137950,139520,144199,147852,147115,143583,123762,114056,137804,129507,108476,109102,115616
PL,BE,null,429918,413722,391674,348385,352550,265404,222623,224900,207612,200948,180848,175617,164581,130015,98681,89183
PL,BG,110478,338746,375132,281458,243678,170925,141944,120356,113326,112096,92243,76438,70481,59370,null,null,null
PL,CH,null,371788,322147,270227,231334,163255,175102,148759,138966,134067,129613,136702,138459,119777,98740,83042,73138
PL,CY,null,142429,141288,97964,72076,66855,47599,45022,43508,33307,31413,28921,34869,26996,23257,22370,21652
PL,CZ,null,140058,135972,112104,102045,94544,85538,79811,84527,109740,100671,85275,85874,78284,70628,71483,55013
PL,DE,615235,2357514,2263008,2040515,1899904,1796447,1629865,1592320,1530676,1413744,1443682,1350724,1392796,1289335,1164324,943237,628309
PL,DK,null,430652,365448,314051,290393,280247,246730,227628,212734,180250,152917,154914,197949,195163,163196,166253,171723
PL,EE,null,96868,74009,56133,23573,18769,17152,13478,13179,11446,7334,161,7231,11040,8810,8732,9149
PL,EL,null,920785,1048177,830508,731381,662744,528893,351376,286454,358841,275553,286014,287295,246634,203144,186296,139126
PL,ES,null,1153580,1319666,1230757,1055360,843386,661755,583633,576475,575133,426349,324458,326436,245887,173101,138304,99962
PL,FI,39766,258639,191815,149478,138364,119802,105630,112569,120226,112697,90594,84594,97441,80257,63819,44048,45335
PL,FR,null,673948,652106,629166,554170,557696,481643,474274,456490,428976,380123,349140,392990,376813,343628,313499,233391
PL,HR,null,120453,87840,58531,39671,17134,32100,31375,22499,8706,12622,9272,6580,null,null,null,null
PL,HU,null,174391,143275,121968,107653,100953,87042,96212,94603,69451,58410,57384,59481,62227,59589,64807,57387
PL,IE,null,515897,492120,506794,529359,488475,440583,459388,464789,474717,486409,546999,616363,668989,367066,75960,21194
PL,IS,47181,118079,108314,66845,36712,18507,7201,6386,7501,9395,11478,10603,10923,1476,1574,1262,663
PL,IT,null,1366836,1275682,1088837,908651,808668,708148,652907,609329,558127,553195,424409,394490,468881,419090,323194,204191
PL,LT,null,136349,157350,95491,63431,51125,51287,48859,37416,30621,26726,25694,22510,24882,33447,27533,null
PL,LU,5131,29062,25971,19998,10546,27,68,308,36,145,279,148,40,75,29,3766,1506
PL,LV,null,99781,84466,57814,47138,43498,41065,32912,33891,42194,27318,17399,16459,17299,14900,12304,11200
PL,ME,null,53020,39825,14368,8459,null,null,null,null,null,null,null,null,null,null,null,null
PL,MK,null,15685,10227,133,329,28,null,null,null,null,null,null,null,null,null,null,null
PL,MT,null,116665,112351,100324,79230,51164,34331,23758,20938,12802,9914,3333,3028,3370,4873,3216,3122
PL,NL,335384,870830,754353,646643,539221,453362,378191,316722,297612,249160,208590,159354,187206,177281,161268,157208,141350
PL,NO,null,1175576,1076737,936544,862229,870163,718098,677834,506668,392300,340696,279072,237858,179885,108907,47029,18447
PL,PL,null,1947802,1887044,2205503,1810883,1603569,1495205,1226903,1802317,1138051,880632,797695,860649,980303,809167,448288,464484
PL,PT,null,274815,297176,243869,147268,108252,70637,67615,61585,61204,46118,35500,32373,26900,23468,14357,2925
PL,RO,null,135375,123945,92471,64540,55986,52130,41612,42502,35817,29502,26296,33124,31455,22248,18968,16031
PL,RS,null,36511,32462,24516,25610,null,null,null,null,null,null,null,null,null,null,null,null
PL,SE,null,726178,770304,664467,570936,465926,386706,353797,321787,288930,254024,273970,271099,240990,169772,50837,37701
PL,SI,null,23840,27387,26137,17655,7843,4550,195,82,2832,4081,4493,6457,5716,3042,1157,301
PL,SK,3670,22972,37605,27340,7801,379,1021,240,320,1587,3619,365,621,481,3284,7589,3962
PL,TR,null,816725,571367,266792,184506,416378,407740,345039,344499,null,null,null,null,null,null,null,null
PL,UK,null,4165300,4004598,3909110,3555698,3062211,2580346,2619753,2284785,2107112,2089992,2087818,2484953,2148705,1611006,900611,484471
PT,AT,null,219660,150585,145251,119212,93032,69285,54825,52250,39956,20766,40998,47050,40214,44359,33585,46811
PT,BE,null,804683,748045,699327,654418,642269,581626,402418,382287,372169,351134,348549,374440,356510,298350,274390,263426
PT,BG,1010,16453,15564,6759,4252,155,479,288,1149,1385,2290,2886,5009,4033,null,null,null
PT,CH,null,1353647,1318365,1289278,1119576,961583,874352,820809,728527,672859,612073,565056,549531,469617,378099,282809,274731
PT,CY,null,3,14,67,11,0,5,4,34,869,67,781,212,348,4312,883,1599
PT,CZ,null,86584,100902,98987,59770,53277,45814,44684,39870,33587,28643,33483,34268,25490,18431,15951,19468
PT,DE,848827,2576682,2608183,2476750,2130247,1897637,1650316,1542489,1393836,1316211,1227357,1173935,1244754,1197884,1143495,992042,1012774
PT,DK,null,196079,197430,180665,160962,124296,147721,148881,125916,112463,125496,101963,103910,101563,118460,115946,103560
PT,EE,null,1895,1277,330,711,904,8173,1122,1038,2151,3529,1535,5111,2203,1612,1334,null
PT,EL,null,62860,46588,25883,12500,1109,2095,1705,16556,17177,5428,6462,6441,4205,5871,7514,18597
PT,ES,null,2824728,2437528,2136775,1799963,1613355,1444314,1361382,1528830,1616644,1472932,1340490,1410768,1449445,1148343,1072027,893526
PT,FI,21272,131855,99947,62700,50768,58603,57583,61917,57841,80211,79042,74933,61568,53976,48943,48112,47462
PT,FR,null,3562073,3421349,3160318,2823574,2372660,2160931,1887527,1702779,1531081,1393978,1246697,1186337,1062746,978869,889453,894240
PT,HR,null,16027,15012,15314,7414,9427,10348,7424,6568,6990,6202,6483,4633,null,null,null,null
PT,HU,null,121121,110805,82662,40527,48356,39155,37691,38995,34563,30036,28846,30211,26038,17186,11831,8789
PT,IE,null,686913,564891,547974,485196,416569,378045,341060,307140,299899,294518,300668,317036,322790,279127,208575,178001
PT,IS,3,2240,3103,3064,2673,1989,3439,897,2851,397,1482,504,3603,4525,5620,7817,8188
PT,IT,null,1275651,1131946,1010188,827369,797591,662819,632233,637990,653697,595022,478899,538437,517309,456343,357046,321521
PT,LT,null,7759,2675,3564,2676,1691,1476,978,997,505,677,663,620,41,94,null,null
PT,LU,194643,356264,332111,302624,224084,172881,139272,93416,85131,77708,70127,66570,61599,59915,66348,69530,70890
PT,LV,null,14327,11598,1543,970,1187,514,623,null,465,287,566,243,709,null,92,1061
PT,ME,null,null,null,null,117,null,null,null,null,null,null,null,null,null,null,null,null
PT,MK,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PT,MT,null,37694,25113,2142,1499,1309,597,137,0,124,1007,1812,2307,1802,3156,2051,2112
PT,NL,429430,1191161,1186117,1133570,997424,848264,783477,769454,674986,597639,519529,475124,517806,495279,502415,461100,452333
PT,NO,null,106706,104380,99351,132378,146696,135462,104566,86520,68027,69905,62052,72946,88355,50713,44650,57232
PT,PL,null,280542,304525,247135,149389,108000,71619,67252,59841,62711,45431,35370,33494,28575,22308,13717,2748
PT,PT,null,4982478,5066801,4737288,4118214,3308494,2707012,2686720,2601484,2537076,2792103,2784067,2504187,2352457,2349173,2910035,2887728
PT,RO,null,42328,75898,64301,30148,28484,22125,28547,14776,6949,13044,13912,13496,7664,17,null,101
PT,RS,null,2,7,600,229,null,null,null,null,null,null,null,null,null,null,null,null
PT,SE,null,162354,154703,120130,91183,101069,94284,80734,75786,71362,77469,66287,89435,83902,86999,76032,71616
PT,SI,null,104,198,166,179,147,null,null,null,null,44,44,76,47,0,89,318
PT,SK,50,206,12,1019,142,36,64,407,3324,1639,357,1601,544,632,28,1086,118
PT,TR,null,151944,148313,136010,120965,106903,68738,50587,45191,null,null,null,null,null,null,null,null
PT,UK,null,4445421,4087434,4192969,3690870,3295734,3043833,2716729,2560263,2668305,2446055,2467491,2718263,2628834,2366350,2262575,2120374
RO,AT,null,372096,276210,243453,241106,231410,243602,253452,305162,259770,238696,205670,249918,206050,139629,114356,108263
RO,BE,null,355823,330000,317334,262153,238904,169372,141945,124471,117991,105402,97341,90729,69528,41766,35071,31891
RO,BG,5007,23851,33143,30647,27914,30396,37561,27680,28376,18511,16065,17363,17459,16079,null,null,null
RO,CH,null,151775,125925,110147,99524,113559,82768,70772,59056,38414,61407,57971,49670,40886,38911,33354,34438
RO,CY,null,130202,134142,117121,76286,64681,57343,56445,62200,82015,61649,52564,49236,34194,21611,17232,13597
RO,CZ,null,49176,42352,39997,38224,37862,41247,39167,53398,56990,50758,52603,59970,63339,50831,42726,33787
RO,DE,458902,1394009,1324835,1239276,1097724,928108,799705,735738,679032,639756,563638,521510,529873,429539,297856,250602,210395
RO,DK,null,94995,79130,58841,24727,15878,13689,14137,12658,10596,12691,12526,18238,13069,14440,18097,13858
RO,EE,null,1168,1777,79,null,null,74,151,63,45,0,131,null,100,null,null,null
RO,EL,null,279373,286931,249266,217238,160582,142379,126667,117247,122170,129839,146596,151495,136515,110169,88725,66795
RO,ES,null,888753,862507,837157,697583,593634,545050,517831,537828,608360,551816,502765,451824,317295,131768,68926,43626
RO,FI,6169,17871,18780,10598,739,315,654,302,281,14804,15032,16345,12703,8604,2606,9950,4592
RO,FR,null,557244,487477,410108,368578,363489,356257,353788,358336,348354,312138,287877,243583,232523,193198,156797,132056
RO,HR,null,4670,4514,3631,399,null,499,39,1835,1431,1591,1330,135,null,null,null,null
RO,HU,null,72841,76187,70606,49743,43748,43283,42966,63009,112662,106458,124811,128710,145197,115348,76793,66202
RO,IE,null,117608,112970,110479,88256,63922,59787,35765,35100,36650,28679,25187,23963,2838,null,649,282
RO,IS,null,null,null,null,null,null,101,1403,417,264,1229,3603,890,1990,3244,13,10
RO,IT,null,1830283,1802216,1805522,1574451,1276650,1105600,1117968,1129508,1156518,1025819,891138,823376,794775,551877,457968,335050
RO,LT,null,20,170,13,12,113,13,1,63,null,null,96,26,32,1,135,null
RO,LU,204,null,9,2,1,12,12,33,14,158,6,308,768,1288,1442,1287,1238
RO,LV,null,100,null,6,143,4936,5477,4,null,734,5479,37,161,3,7,2,4
RO,ME,null,null,281,272,293,null,null,null,null,null,null,null,null,null,null,null,null
RO,MK,null,null,80,20,20,null,null,null,null,null,null,null,null,null,null,null,null
RO,MT,null,33270,36146,33410,20447,17395,13221,3816,3317,3338,1705,2321,4257,4588,5074,4469,3127
RO,NL,122975,327851,298865,272751,263659,236495,232193,205292,177396,165422,140871,135469,152026,151067,153620,141808,111618
RO,NO,null,30767,34351,31052,19384,16131,15686,7325,147,303,0,68,1508,1794,3721,5478,2950
RO,PL,null,132881,120138,91726,63754,52857,50300,39174,38466,32655,26551,24446,29999,29510,20912,16472,14112
RO,PT,null,42293,73743,64021,30133,29159,25662,27355,14123,7325,12165,13360,13121,7520,11,36,103
RO,RO,null,1278730,1336741,1323455,869758,500670,480843,531225,535960,599835,593632,474663,518701,428650,352304,256966,287728
RO,RS,null,161,22155,21113,19637,null,null,null,null,null,null,null,null,null,null,null,null
RO,SE,null,88986,94103,86667,73422,47586,17587,288,123,277,993,367,12,502,79,4830,5295
RO,SI,null,null,2621,0,0,20,null,79,73,84,32,1940,3145,557,851,1854,1892
RO,SK,6,64,49,8924,78,68,54,116,176,27,44,1362,160,4246,15737,454,49
RO,TR,null,545924,463044,347881,308472,332741,301401,274242,258415,null,null,null,null,null,null,null,null
RO,UK,null,1700779,1453073,1394352,1084917,745656,550401,398986,371117,342644,297709,261789,233867,161303,96808,78404,71021
RS,AT,null,125701,101434,97231,91266,91254,91386,105861,133899,117959,100754,71418,72896,61927,55416,54566,47594
RS,BE,null,18983,18111,18579,19637,28568,31484,21453,23722,27615,14009,5533,8368,8288,9055,7746,11532
RS,BG,4903,17705,17482,17441,24443,35066,14556,124,93,276,1215,3382,4417,3922,null,null,null
RS,CH,null,261182,236800,219108,204400,197626,193237,129752,126013,116986,88062,91886,97060,95471,112548,114283,99106
RS,CY,null,31999,29558,33022,30087,29789,32496,12753,11440,10648,18400,13082,19708,13758,14211,10744,11063
RS,CZ,null,27342,43299,40084,36577,40700,31619,12774,8012,16996,25993,19945,28812,37721,37364,36804,34190
RS,DE,165243,512251,446736,450210,364574,330824,340073,301910,294075,311530,264877,242860,238046,210105,157191,130285,121301
RS,DK,null,27303,24171,27274,30669,30072,30258,18153,21659,17495,20039,11999,14738,21232,16319,17174,21557
RS,EE,null,76,null,null,48,null,null,null,28,94,88,null,null,96,null,null,null
RS,EL,null,154287,165580,171033,163846,141059,138376,71447,59600,52509,50872,59273,68442,59629,50043,40476,32887
RS,ES,null,30198,19453,14708,16142,11772,13124,8171,8548,27041,19270,2470,2007,1696,1573,1460,486
RS,FI,1224,6530,8,null,null,0,13,0,8,16,99,135,null,429,18,null,5
RS,FR,null,196548,154358,137395,131447,122436,114803,94363,73886,75132,65288,65876,64673,62114,59501,56246,61112
RS,HR,null,52009,48965,56252,58929,55802,24728,13162,8042,3327,481,2440,1694,null,null,null,null
RS,HU,null,3524,3763,4090,3569,13549,12939,1021,668,9240,11748,1026,119,0,234,233,65
RS,IE,null,null,null,136,129,null,61,null,null,116,null,null,null,4,190,null,2167
RS,IT,null,147997,140573,142201,121990,117350,142514,99053,109371,93546,73853,63592,71308,83089,72020,55767,40408
RS,LT,null,334,831,null,1,null,29,140,155,58,40,209,137,139,95,479,null
RS,LU,null,168,6,49,null,null,3,0,null,null,null,99,null,null,43,null,0
RS,LV,null,227,162,null,56,1,null,26,null,5881,3145,2,null,98,null,166,66
RS,ME,null,279135,264591,257010,259401,null,null,null,null,null,null,null,null,null,null,null,null
RS,MK,null,21569,20492,22626,24391,24173,null,null,null,null,null,null,null,null,null,null,null
